username,services,freq
dwight_criswell,"[37, 80]",3
young_simons,"[30, 80, 37]",1
steve_free,[37],3
ariel_lamontagne,"[6, 80]",1
jovita_mendoza,"[34, 80]",3
buddy_doughty,"[34, 30, 80]",2
sherman_bolin,"[15, 80]",3
jae_streeter,[12],1
lura_hoppe,"[34, 37]",1
vanessa_moffett,"[24, 30]",2
royal_mcgee,[34],3
angel_sullivan,[80],1
landon_garvey,[40],2
dino_hoyle,"[34, 12]",3
willy_lin,[30],3
melissa_stone,[20],3
gladys_craig,[34],1
nakia_muncy,"[30, 37]",1
victoria_benge,[24],2
fabiola_longoria,[80],3
kerry_wendt,"[38, 30, 34]",2
kasey_menard,"[34, 80]",3
logan_raymond,"[80, 34]",3
johnny_copeland,"[30, 53]",2
dee_holliman,[34],1
robert_cade,[34],2
claudine_clawson,"[21, 8]",3
cyrus_nichols,"[34, 28]",1
jordon_peltier,"[28, 34, 80]",2
elvin_harkins,"[34, 80]",1
cedric_arevalo,"[34, 37]",3
beau_lay,[80],2
tyra_han,"[21, 37]",1
alina_smiley,"[37, 15]",1
sharlene_ryan,"[80, 12]",1
jovita_enos,"[34, 1]",1
minnie_paulsen,"[80, 37]",3
cliff_pineda,[34],1
melisa_garvin,[34],3
alexandra_villasenor,[34],3
clarence_beckett,"[80, 37]",2
isabel_simpkins,[34],2
lindsey_packer,"[37, 30, 34]",1
albert_mauldin,[3],3
harlan_vogel,[36],2
alonzo_tierney,[40],3
stanton_chaves,"[30, 34]",2
malcolm_cary,[34],1
trent_willoughby,[20],3
cliff_fay,"[21, 80, 34]",2
jeanette_swain,[34],2
ida_niles,"[37, 34, 12]",2
rosalee_fraley,[34],1
lisa_crawley,[80],1
bertha_salerno,"[62, 34]",2
lavern_loftin,"[34, 38]",2
margot_boyd,"[34, 62]",1
sung_ellis,"[24, 37, 54]",3
aisha_grace,[80],2
allie_kinard,"[21, 34]",2
dillon_lopez,[62],3
freddy_craddock,"[34, 12, 80]",1
anibal_lawson,[3],2
norma_enright,[37],3
julian_mcneill,[12],3
adolph_spearman,[80],1
latanya_briscoe,"[6, 34]",2
cary_segura,[80],3
tabitha_allison,[34],2
kira_eubanks,[37],2
stanton_matos,"[34, 36]",2
amy_starnes,"[21, 36]",2
jermaine_greenwood,"[15, 30, 80]",1
walker_zambrano,[80],2
reginald_mccaskill,[34],3
bertie_quintana,[20],2
cortney_fullerton,[34],1
tessie_dougherty,"[34, 30]",1
quintin_barba,"[38, 34]",1
chuck_blaylock,"[21, 34]",1
alberto_craft,"[37, 1, 28, 34]",2
maya_elias,[34],3
katelyn_santiago,[37],3
willy_holland,"[80, 21, 34]",3
esther_collett,"[34, 38]",1
lynwood_howell,"[80, 34]",2
brent_bilodeau,"[34, 80]",3
dominic_jorgensen,[80],1
laura_sisson,"[62, 80]",3
isabell_bohn,[40],3
deidre_knudson,"[37, 1]",2
louis_fenner,[34],2
jung_vetter,"[1, 80]",2
zelma_saavedra,[34],2
leonardo_catlett,"[21, 34]",3
karrie_agnew,"[34, 80, 30]",1
traci_tibbetts,"[20, 34, 37]",2
saul_cates,"[80, 4]",1
edmund_lilly,"[30, 37, 80]",2
frieda_cornish,"[37, 12]",2
kesha_jeffries,[30],3
cecilia_gauthier,"[1, 30]",3
clare_kilpatrick,[37],3
shad_schmitz,[30],3
oliver_erdmann,"[80, 36]",1
luisa_robson,[30],3
alda_tenney,"[62, 80]",1
clara_wallis,"[34, 80]",2
hilton_neill,"[37, 30]",3
jorge_alderman,"[12, 80]",1
everette_moen,[80],2
lesley_homan,[20],3
marianna_manson,"[80, 15]",1
ashleigh_chan,"[38, 80, 30]",1
abigail_phipps,"[80, 24]",1
luis_mark,[80],3
chloe_goulet,"[80, 34]",2
lori_elizondo,"[34, 80]",1
sheldon_harlan,[34],2
margret_gold,[80],3
milagros_keaton,"[80, 34, 28]",1
owen_borden,"[24, 34]",3
roslyn_winter,[34],2
nola_mckenzie,"[38, 34, 80]",3
elliott_lundgren,"[34, 12, 37]",1
lessie_cathey,[34],3
trinidad_smyth,"[80, 34, 62]",3
christin_yoo,"[15, 34]",2
kenton_doty,"[30, 80, 21]",2
liliana_beaver,[80],2
denver_cranford,"[37, 80]",3
monte_scoggins,[80],1
normand_easton,"[37, 34]",2
billie_wakefield,"[34, 36]",3
julian_akins,"[37, 30]",3
sallie_maurer,"[34, 12]",1
ruby_raney,[36],2
jimmie_pettis,"[36, 15]",2
nathaniel_crane,"[30, 15]",3
beau_morse,"[34, 28]",1
colton_ratcliff,[28],2
alma_longo,[34],3
zack_matthew,[12],1
virgina_michaels,"[30, 34, 20, 36]",1
isidro_dempsey,"[40, 37]",3
susana_demarco,[34],1
jill_novotny,[4],3
sun_shifflett,"[34, 1]",2
ione_becnel,"[80, 37, 34]",2
kevin_mckinnon,"[30, 21]",2
mary_kowalski,[80],2
mozelle_holguin,"[34, 36, 6]",1
shayla_boatman,"[34, 80]",2
long_kearney,"[30, 80, 34]",2
wendy_vogel,[34],3
tamara_ivey,"[34, 30]",1
van_delaney,[24],1
brent_wynne,[34],1
sonny_connolly,[34],1
flossie_freed,[34],2
bret_isbell,"[28, 34]",3
ramona_arrington,[34],2
roosevelt_easton,[34],1
carrol_herrmann,[36],1
daniel_major,[1],2
aileen_lock,"[34, 80]",2
kathleen_curry,[34],3
tyra_vogt,[34],3
kim_blunt,"[34, 37]",2
theron_lacroix,[6],2
malik_shephard,[37],2
veronica_zielinski,[34],1
russ_freeman,[34],3
filomena_arteaga,"[34, 80]",1
yvette_young,[21],3
eloisa_mooney,[30],2
jerold_jasper,"[30, 34]",2
regina_mccormick,"[34, 30]",1
dee_flannery,"[53, 34]",1
jamel_swan,"[80, 30]",2
berta_cassell,[37],3
christoper_shivers,[1],2
erwin_leak,"[40, 30, 80]",2
chester_rice,"[34, 37]",1
max_garner,[80],2
sean_peeples,"[37, 34, 40]",3
micheal_novak,[80],1
minh_craven,[30],1
berta_mackenzie,"[34, 37]",2
franklyn_register,"[80, 34]",1
kristal_savoy,"[34, 15]",2
zelda_large,"[37, 80]",3
elise_baird,"[80, 34]",1
werner_lindgren,[80],1
houston_brock,[80],2
renato_coppola,"[53, 34]",1
dorothea_anglin,[24],3
napoleon_cantwell,"[80, 40]",3
corinne_mahoney,[80],2
sharyn_reiter,"[34, 38]",3
venessa_horvath,"[21, 3, 34]",2
wilmer_pitt,"[34, 28]",1
dortha_coombs,[37],1
nakia_yu,[20],1
jean_mattos,[80],1
wilmer_cothran,"[34, 20]",1
williams_beckett,[34],2
charlie_conover,[80],2
jarvis_salinas,[38],2
whitney_mattingly,[80],3
newton_hailey,"[30, 62]",2
ivette_goddard,[54],1
adolph_schoonover,[34],1
herbert_laney,"[3, 34, 30]",3
esperanza_araujo,"[30, 15]",2
stephan_mendez,"[30, 34]",1
betsy_woods,[34],1
monty_poe,[30],1
elijah_guess,"[37, 36, 80]",1
santiago_frederick,"[34, 80]",1
curt_beals,"[80, 30]",1
marjorie_romeo,"[21, 15, 34]",2
delmar_warfield,"[30, 34]",1
luther_daughtry,"[80, 24]",2
nora_diehl,[34],1
deangelo_livingston,"[80, 34]",1
booker_avalos,"[12, 30, 1]",2
dominic_schell,"[21, 34, 37]",2
chasity_mclean,[34],1
gaye_gulley,[34],3
alexis_staton,[80],1
elida_navarrete,[37],2
earnest_masterson,[80],2
hosea_ruiz,[80],3
warren_aguiar,"[1, 30, 34]",2
denver_abel,[53],3
bernie_garner,"[80, 34]",2
carlton_derosa,"[12, 38]",2
elma_ely,[34],1
omar_vandiver,[12],1
karla_gilbertson,[80],2
rosemarie_herrera,[34],1
elmer_stevenson,"[15, 38]",3
catherine_hardee,"[37, 15]",3
virginia_dorn,"[15, 36, 34]",2
buck_carlson,"[34, 30]",1
earl_stowers,[34],1
darrell_oconnell,"[80, 28]",3
odell_flint,[80],2
nedra_parrish,"[34, 80]",1
estela_lambert,"[80, 38]",1
marjory_brenner,[34],1
tyler_morrow,"[30, 34]",3
ahmad_fugate,[30],2
ina_heath,[30],1
bridgett_brownell,[20],2
william_martell,[34],3
molly_soper,[37],1
maura_beardsley,[37],2
bianca_riggs,[80],2
rex_sanford,"[80, 37]",1
deena_eaton,[34],2
cordell_billingsley,[34],1
rosella_burgos,"[80, 34]",2
german_cady,"[37, 34]",1
cheryl_maggard,"[37, 80]",3
gail_spring,[12],2
landon_pimentel,[34],2
roseanne_wolff,[38],2
donald_savoy,[34],2
jack_petit,"[30, 34]",1
shayne_nugent,"[37, 80]",3
dirk_gilbert,"[80, 3]",1
jeniffer_swain,[34],1
johnathon_robey,[34],2
walter_gaylord,[30],3
benjamin_lewis,"[80, 37]",2
angelique_frasier,[34],1
jean_gist,[37],2
lydia_pridgen,"[38, 30]",1
mayra_nagel,"[34, 80]",1
paris_cuevas,[80],3
laurie_kenney,"[80, 40]",2
guy_ragan,[34],1
monroe_rigsby,"[34, 80, 28]",3
edmond_lunn,"[37, 30]",1
leona_sharp,"[30, 37]",3
caren_belt,[12],3
sol_tisdale,"[80, 37, 34]",2
constance_victor,[80],3
marlon_andre,"[3, 62, 24]",3
freda_hailey,"[80, 34]",1
patricia_mackay,[21],1
catharine_may,"[30, 36]",3
rosalie_cline,[24],2
sandy_franks,[34],1
rodolfo_vickers,[80],2
verda_wellman,[34],3
major_boatwright,[38],2
sherri_jorgenson,"[34, 30]",3
sung_leggett,"[40, 15, 30]",1
abby_nakamura,[37],2
mindy_deluca,"[34, 80, 37]",2
trenton_brewster,[80],3
neil_bueno,[21],1
nettie_harris,"[30, 28]",3
cherie_bohannon,"[34, 80]",2
kraig_baldwin,"[34, 80]",2
harold_helton,"[34, 36]",2
carmine_myles,"[34, 80]",1
gale_loya,[6],3
juan_donnelly,"[80, 34, 36]",1
valencia_parrott,[34],3
darell_payne,"[36, 80]",1
jess_ahmad,"[15, 80, 30]",1
lucio_simone,"[80, 34]",2
matt_harrison,[34],3
charley_mueller,[],1
zoe_casper,[34],2
boyd_fitzgerald,[34],2
karen_roby,[34],1
robin_huffman,"[30, 80]",2
al_connors,"[80, 34, 1]",3
eldridge_alvarez,[38],1
rosita_holton,[80],2
eloisa_burkett,[37],3
angelo_sims,"[80, 34, 37]",1
wilfred_miranda,[3],2
winston_christensen,"[34, 40]",1
mellissa_cates,[1],3
noel_villasenor,"[4, 80]",2
august_sargent,[34],1
tracey_pullen,[80],3
dominick_larsen,"[37, 15, 4]",1
adalberto_portillo,[34],1
marion_arriola,[15],2
delma_xiong,"[8, 36, 34]",1
carol_magnuson,[80],1
cecelia_chang,"[80, 34]",2
joan_hawks,"[30, 38]",1
weldon_fahey,[3],3
lauren_brent,[34],2
ike_robb,[34],1
madeleine_kelso,"[8, 34, 80]",1
jamaal_hinson,[34],1
roxanna_tom,[37],3
jovita_hargrave,"[30, 20]",2
aubrey_meredith,[36],1
marlene_laplante,"[34, 80, 37]",3
maude_brock,[36],3
amie_gilman,[8],3
rex_rosas,"[24, 37]",3
nick_eck,[80],3
chelsea_michels,[1],3
chance_paradis,"[34, 30]",3
shayla_lyle,"[80, 37]",1
nestor_wyant,[40],1
carey_altman,[24],3
emmett_hayes,[34],2
francisca_havens,"[34, 37]",3
porfirio_king,[37],1
mayra_mauro,"[40, 34]",2
carson_desjardins,"[34, 80]",2
hans_hollins,[30],2
porter_bey,"[37, 80]",2
carlene_heller,"[80, 20]",2
sandi_archuleta,"[20, 34]",3
alexander_gilson,[3],3
cynthia_lavender,"[38, 34, 80, 37]",3
kayla_prather,"[34, 80]",2
david_rousseau,"[21, 80]",3
josefina_cantwell,[34],2
maryjane_osgood,[4],2
lenard_schuster,[21],3
giuseppe_carmack,[34],1
erika_salcido,[34],3
jaime_munoz,"[38, 30, 34]",1
miles_betancourt,"[80, 34]",1
isabell_delaney,[30],1
colton_tennant,[34],3
margarito_benoit,[80],2
frankie_salisbury,[37],2
ingrid_frost,"[34, 4]",1
sondra_bosley,[80],3
elvin_deane,"[80, 34]",3
al_adam,"[34, 30]",2
milton_brittain,[30],1
whitney_denman,[37],2
monroe_prosser,[28],2
bertram_wiggins,"[34, 36, 80]",1
kip_fortier,"[34, 4]",2
carmen_pulido,"[34, 15]",1
coleen_creamer,[34],1
nicolas_lackey,[80],1
kristi_edwards,"[34, 80]",2
hipolito_emery,"[34, 80]",2
keith_mercado,[30],1
adelaida_bravo,"[20, 34]",2
troy_bertram,"[34, 8]",2
jeremy_mark,[8],3
hung_major,"[37, 34]",1
hugo_vance,"[80, 37, 38]",1
caryn_woodall,[37],3
dottie_pantoja,"[34, 1, 20]",2
demetria_olds,"[34, 1]",3
aldo_dupre,[34],3
tyron_herron,"[30, 80]",1
al_dollar,[30],1
rufus_calabrese,"[12, 20]",1
herlinda_aguirre,"[20, 30]",2
lucinda_coyle,[30],3
rosanne_lawler,"[1, 34]",2
travis_mclaughlin,[36],3
graham_cress,"[38, 80, 40]",3
carrol_covington,[80],3
heidi_foley,[80],3
kathryn_loftus,[1],1
oswaldo_poole,[37],2
lindsay_moriarty,[30],2
barb_perez,"[20, 34]",3
rafaela_odell,[34],2
tyler_hylton,"[80, 37]",1
lauren_frasier,"[34, 80]",1
isabel_narvaez,"[34, 38]",2
shauna_sherman,"[80, 34]",2
alejandra_kane,"[80, 34]",1
regina_hedrick,[37],2
jerrod_peltier,"[20, 34, 30]",1
shirlene_cintron,[34],2
edmund_beverly,"[20, 40]",1
hector_cowley,"[34, 30, 20]",3
marlyn_cheng,[30],1
nathanael_blocker,[30],1
harvey_hays,[80],2
veronica_holman,[12],3
maritza_gough,"[8, 40]",3
josephine_paredes,"[34, 80]",1
denny_jacobsen,"[80, 30]",3
brandi_cota,[34],1
earl_tapp,[34],1
lydia_madison,"[80, 34]",2
graham_dasilva,[34],2
geraldo_estep,"[34, 36]",1
britt_compton,"[40, 37]",1
daren_gagne,"[3, 34]",2
grace_roy,[34],2
ambrose_blythe,"[8, 80]",3
roger_hardin,"[15, 34]",1
donald_boyette,"[80, 34]",2
samuel_samples,"[80, 30, 15]",2
marci_coronado,"[37, 34]",2
bennett_buckley,[21],2
reta_monahan,[30],2
collin_cowell,[34],2
zack_barton,[38],2
sheldon_valerio,[34],2
marcie_herron,"[38, 34]",3
leonel_muller,"[34, 80]",3
reggie_chamberlin,"[4, 80]",3
zane_sandlin,"[30, 34]",3
renate_turk,"[37, 20]",1
elwood_mcginnis,"[80, 34, 37]",1
clinton_morse,"[34, 53]",2
king_phillips,"[53, 80]",2
germaine_washburn,[80],1
geraldo_schenk,"[80, 28, 30]",2
osvaldo_clary,"[40, 34]",3
yong_hannah,[21],2
lucile_aaron,[34],2
ana_carmack,"[34, 30]",2
kennith_durham,[34],1
trina_moss,[28],1
alexander_forbes,"[38, 34]",2
jeannine_belanger,[34],2
pablo_massie,"[36, 80, 34]",3
bernadine_etheridge,[30],3
velda_sasser,"[34, 40]",1
mikel_whyte,"[80, 38, 30]",2
charmaine_littlefield,"[80, 34, 1]",1
prince_brigham,"[34, 3]",3
sol_brantley,[37],2
miriam_cason,[37],3
santa_tuttle,"[80, 15]",1
ramona_zielinski,"[80, 15]",1
christi_jean,[30],3
matilda_wortham,[30],1
jarred_kolb,"[34, 36]",2
derek_patten,[30],3
mamie_shanks,"[34, 12]",3
maritza_headley,"[36, 30]",3
eva_martens,"[80, 38]",3
latasha_slack,"[20, 80]",3
katelyn_childress,[38],1
minnie_shoemaker,[20],1
reed_krebs,[3],3
shelly_block,[12],2
chantel_abney,"[34, 80]",3
nina_ibarra,"[30, 40, 34]",2
deidra_hawthorne,"[80, 38]",3
buddy_hoskins,[30],2
venessa_fortney,"[37, 34]",2
bart_bostic,"[34, 80]",1
lazaro_lacroix,[34],1
eulalia_caldwell,"[80, 34]",2
virgie_garnett,[80],2
thad_kauffman,"[80, 30]",1
suzanna_schofield,[34],3
elyse_burley,[37],1
rena_odom,"[37, 34]",3
jillian_bucher,[34],1
jeanie_espinosa,"[3, 80]",2
maryellen_winchester,[36],2
genaro_lyon,[24],1
cole_livingston,[34],2
mayra_rowland,"[38, 24, 12]",2
hoyt_flanagan,"[80, 20]",2
nicky_hardesty,"[34, 24]",2
traci_mclean,"[80, 34]",3
trenton_hughey,"[24, 80]",2
olen_easterling,"[34, 37]",1
cathleen_stanton,"[1, 80]",2
barbra_grice,"[62, 21]",1
alfreda_her,"[80, 34]",2
dianne_faulk,"[37, 20, 34]",3
adan_vu,[30],2
cecelia_mize,[30],2
winona_saucier,"[34, 38]",2
son_crockett,[4],3
jonathon_kimball,"[6, 80]",3
lionel_peoples,[34],2
chi_aguiar,"[30, 34]",2
ken_adler,"[15, 80]",1
trudy_wolfe,[34],1
pam_mchugh,[37],1
angel_easterling,"[80, 34, 30]",1
ima_pride,[80],1
norman_watt,[80],2
ned_castle,[4],3
adelaida_durham,[34],2
glenda_yanez,[40],3
monty_dodge,"[1, 36]",3
jacklyn_pettit,"[30, 28]",3
alexandria_high,"[34, 4]",1
marvin_warfield,"[80, 15]",2
lionel_henning,[34],3
fredrick_horowitz,"[34, 37, 4]",2
chadwick_bumgarner,"[30, 24, 34]",2
lan_lopes,"[40, 30, 37]",3
betty_haskell,"[37, 30, 34]",2
shante_jennings,"[34, 37, 36]",1
lonny_pederson,[1],1
louis_samples,[36],2
leonor_franks,"[30, 36]",3
adelaide_chapa,[34],1
bettye_skaggs,"[6, 34]",1
roy_wallace,[34],2
jan_devore,[80],2
sadie_mcgough,"[34, 6]",2
benita_trombley,[30],2
woodrow_valadez,[40],1
josefa_olmstead,"[30, 1]",2
clifford_paul,"[80, 6, 12]",1
taylor_cardenas,[30],1
edythe_bumgarner,"[21, 30]",1
stefan_lowman,"[38, 80]",1
lane_tillman,[34],1
ivonne_lester,[6],1
ethel_keane,[30],2
krystle_thompson,"[34, 80]",2
judson_gaddy,"[37, 62, 80, 30]",1
janna_baskin,[62],3
jacquline_gooch,"[28, 34]",2
janis_horn,"[37, 3, 34]",2
myrtis_luster,"[34, 80]",2
martina_larsen,[3],3
cathryn_steinberg,[30],2
hope_hartmann,"[4, 21]",3
tiffany_spear,[15],1
chad_byrnes,[80],1
glenn_connor,[80],3
chloe_savoy,[80],2
britt_pulido,"[34, 80]",1
delfina_rohr,"[28, 34]",3
mayme_bethel,"[40, 30]",2
rodolfo_runyan,"[30, 21, 80]",1
jewell_manns,[80],2
lamar_langley,[30],2
marc_pickering,[30],1
dora_cromwell,[34],2
danette_foy,"[34, 80]",3
kelly_broome,"[37, 34]",1
antonia_dew,[34],1
terrance_kelso,"[34, 80]",2
cordell_painter,"[34, 37, 24]",3
pedro_crumpton,"[36, 80, 30]",2
efren_mcmanus,"[37, 34]",1
chantel_dangelo,"[20, 37]",3
claude_lau,[34],1
asa_rivard,"[12, 34]",1
dallas_kasper,[30],2
coy_bayer,[30],2
carey_james,"[8, 80]",1
octavio_barton,[8],2
patsy_ocampo,"[37, 3]",1
evette_gallant,"[30, 3, 34, 80]",1
hope_strom,"[30, 34]",3
jeannie_lancaster,"[30, 28]",3
cedrick_sparrow,"[80, 40]",1
desmond_cheng,[12],1
soon_rawlings,"[80, 12]",2
nathaniel_mosher,[12],1
dee_krueger,[37],3
alexandria_gracia,"[30, 80]",1
maricela_babcock,"[34, 80, 30]",3
cathy_adams,"[34, 80]",2
emanuel_seay,[3],3
chi_flaherty,[34],3
russell_ruffin,"[30, 80]",1
elliott_veal,[30],3
aurelio_mcgill,"[34, 4]",2
monica_simonson,[24],1
veronica_messenger,[37],2
vernell_cupp,[80],3
andrea_oreilly,"[80, 34]",2
wm_robison,[34],2
esteban_lindsay,[30],2
shelby_amaral,[34],3
elvia_woodley,"[34, 37]",1
graciela_morley,[34],1
leslie_ramsey,[80],2
shari_burk,[34],2
mary_sheffield,[40],2
james_falk,"[80, 30]",2
sofia_jeffries,"[34, 80]",3
gary_wing,"[30, 12]",2
edna_mayo,[37],1
rosario_leighton,"[80, 34]",1
leticia_dowdy,[34],1
aurelia_layman,[53],3
bud_magnuson,"[34, 36]",3
jeremiah_paterson,[34],1
cedric_carswell,[80],1
carly_brannon,"[80, 30]",3
vernell_burbank,"[34, 20, 80]",2
astrid_briones,"[38, 30]",3
jamie_stokes,[6],1
val_patel,[34],2
byron_traylor,"[30, 37]",1
jack_arrington,"[28, 80]",1
ivonne_cramer,"[12, 37]",2
clarissa_south,[6],3
enoch_durden,[34],2
phil_slade,"[34, 80]",1
patti_blodgett,"[28, 12]",2
clair_ashley,"[30, 38]",1
clarice_gracia,"[80, 34, 15]",3
ken_falcon,[34],1
etta_wortham,"[34, 37]",2
andreas_kraus,"[3, 37]",2
andrew_thibodeau,"[38, 15, 20]",3
shelia_carlisle,[20],3
elma_shifflett,"[3, 34, 28]",2
rosemary_messenger,[34],1
bernardo_hendon,"[38, 24]",2
selma_davies,"[37, 30]",3
duncan_weed,[34],2
jewell_steen,[34],3
stanley_colby,"[6, 34]",2
twila_rivas,[62],1
jesus_sumpter,"[34, 37]",3
martha_sinclair,"[37, 1]",2
alfonso_nevarez,[30],2
lisette_lerma,"[80, 40]",2
gwen_nason,"[8, 80]",1
toney_rapp,[38],3
donny_stamper,"[34, 21, 40]",2
constance_poling,[34],1
polly_trahan,[20],3
emilio_harwood,[80],1
wilford_archibald,[34],2
georgianna_snowden,"[30, 80]",1
moises_malone,[53],1
emory_masterson,[80],2
tami_turman,[21],3
sondra_henley,[37],1
kyle_derosa,"[28, 34]",1
jae_saucedo,[80],3
paul_otero,[37],3
patrice_kemp,[30],1
tracey_broderick,[37],1
aileen_silvers,[80],3
abel_dix,[80],2
linda_dumas,[34],3
bette_williams,[34],1
ezra_beatty,[34],2
darrin_hendrickson,"[80, 36]",2
alvin_suarez,[34],3
rodney_shephard,"[28, 80]",1
nikki_brubaker,"[37, 15]",1
betsy_seibert,[80],2
jill_chow,[30],3
megan_stamper,[54],3
gene_howard,[34],2
dorene_mcdaniel,"[30, 12]",3
shon_mace,"[34, 37]",1
selina_haggerty,"[30, 15]",1
jarred_downs,"[62, 34]",1
kirsten_stiles,"[34, 38, 36]",3
gillian_clancy,"[30, 80]",3
trenton_corey,[21],2
angelita_kang,[30],3
kendra_adams,"[80, 15]",3
ignacio_hidalgo,[24],2
ramon_johns,[34],2
steve_courtney,[34],1
trena_lew,"[34, 80]",2
wilton_hagen,[37],2
raymon_woodworth,[37],1
mirna_urban,"[15, 37]",1
keisha_toney,"[34, 12]",2
lavern_shapiro,"[34, 38]",1
marianne_bennett,[34],2
lonnie_mcclendon,"[34, 15]",1
tory_pelletier,[80],1
willie_dowling,"[30, 28, 34]",1
dusty_breedlove,[34],2
louis_baum,[34],1
ruthie_furman,"[80, 6]",3
thad_moya,[40],2
shellie_bonilla,[24],1
floyd_ashcraft,"[20, 40]",3
anibal_barksdale,[80],1
jamaal_mcfall,"[30, 6]",1
marlyn_wright,"[80, 28]",1
brittany_connor,[80],3
hans_becerra,[80],1
norma_haynes,[34],1
angelo_janes,[80],2
corrie_true,"[80, 20]",3
vincenzo_barfield,"[1, 20]",2
rob_millard,"[30, 80, 34]",1
diana_gilbertson,[30],3
kelli_lu,"[40, 34]",1
marcelo_pitre,"[80, 34]",3
elden_mccracken,"[80, 34]",1
deana_mendoza,"[80, 21]",2
del_hough,[],2
easter_petrie,[80],3
georgia_lerner,"[8, 37, 30]",2
lenore_fultz,[34],2
christen_westbrook,"[80, 1]",1
rico_rains,[38],1
damien_narvaez,"[34, 12, 80]",1
anton_levesque,"[37, 8]",3
julian_damon,"[30, 34]",3
sharla_withers,"[30, 34, 80]",1
dick_westbrook,"[34, 24]",1
johnny_mahon,[12],1
helene_sturdivant,"[34, 30]",1
karina_cazares,"[30, 80]",1
quintin_houghton,"[80, 12]",1
antwan_pedigo,"[80, 24]",1
jodi_nation,"[80, 30]",3
chadwick_whitney,"[34, 80, 15]",3
rachelle_lundberg,[30],3
lindsey_collazo,"[12, 20]",1
carson_varner,[37],2
randell_bohannon,[80],1
wilburn_jasper,"[34, 80]",3
zackary_mcgill,[8],2
cedrick_tilton,"[34, 12]",3
kylie_feliciano,"[30, 34]",3
florencio_lyon,"[34, 80]",2
dena_majors,"[24, 12, 34]",2
stacia_spangler,"[36, 34]",1
granville_lind,"[34, 80]",2
shiela_venegas,[28],2
michele_gracia,"[24, 15, 80]",2
ashleigh_maupin,[21],1
mario_lacy,[80],1
lauretta_willson,[80],3
jodi_saldana,[34],2
fred_lavoie,[34],3
kimberly_head,"[80, 34]",3
teodoro_tolliver,"[80, 34]",3
kelly_bernard,"[6, 21]",3
deandre_whiting,"[34, 38]",1
hector_mills,[38],3
james_cuellar,[20],2
queen_gutierrez,[34],2
joan_silver,"[3, 34]",2
hilary_oconnor,"[30, 80]",3
melissa_farley,"[34, 80]",2
anibal_folse,[30],1
rosario_oldham,"[15, 34]",3
valentin_molina,"[80, 34]",3
allie_kersey,"[30, 80, 34]",2
milan_schofield,[34],2
shellie_stoddard,"[30, 37]",3
christina_butterfield,[37],2
graham_handy,"[30, 21]",1
courtney_dale,[34],2
davis_wynne,"[34, 3]",2
vernice_knoll,"[80, 34, 37]",1
glenna_whiteman,"[30, 8, 12]",1
damaris_oliva,"[34, 24]",1
janet_noland,"[80, 34, 12]",2
orval_belanger,[40],2
allen_hanna,[34],2
aretha_bolton,"[80, 24]",1
shon_cherry,"[34, 3]",1
delmer_roach,"[80, 3]",3
george_harter,"[20, 80]",1
pearlie_currie,"[34, 53]",1
betsy_blanchette,[21],3
trenton_walling,[21],3
susanna_underwood,"[34, 15]",1
ezekiel_simms,"[30, 15]",2
otis_doughty,[3],1
darnell_boggs,"[34, 80]",1
erin_hahn,[6],2
tommie_hardesty,"[34, 37]",2
philomena_rosenberg,[80],1
clement_jeffries,"[20, 40]",1
lesley_dick,"[36, 34]",2
leandro_mcfall,"[37, 20, 34, 80]",3
raul_jewett,"[12, 37]",2
marva_chew,"[30, 36, 34, 80]",3
bettina_tibbetts,[8],2
cristopher_selby,[38],2
bradly_daniels,"[21, 80, 37]",3
bessie_graves,"[21, 34]",1
doretha_beckham,"[30, 80, 8]",1
sidney_walling,"[1, 37]",1
lawerence_wayne,"[30, 21, 38]",2
kate_nealy,"[80, 34, 15]",1
clementine_lockhart,[8],3
bryan_ott,[37],3
debbie_forte,[30],3
delbert_vickers,[34],2
fredrick_landis,"[34, 12]",1
jerry_meade,"[80, 36]",3
pam_moreno,[37],3
jenna_withers,[80],3
rigoberto_maldonado,[37],3
pat_springer,[34],1
trinidad_gooch,"[21, 80]",2
sondra_link,"[30, 21, 34]",1
emilio_esparza,[34],2
shelby_levi,[80],1
denise_downing,[21],1
lee_leclair,"[34, 1]",2
tammi_kirkwood,"[21, 80]",1
rueben_dinkins,"[38, 34]",1
heidi_valentin,"[37, 34]",1
odis_hanes,"[8, 20, 34]",2
laverne_burris,"[37, 80]",2
kent_waite,"[30, 34]",3
derick_bowles,"[15, 80]",1
katheryn_babb,"[37, 34]",3
roy_eason,[34],1
destiny_barden,[34],2
dewitt_cardona,"[54, 21, 24]",1
larry_laster,[34],1
charmaine_jacobsen,[34],2
yolanda_platt,[34],2
milton_spillman,[80],3
isabel_rosenberg,"[80, 15]",2
eli_roden,[34],1
loren_lott,"[15, 24]",3
hollie_arroyo,[15],3
zachary_willingham,"[34, 80]",3
donn_henke,"[34, 20]",2
carly_orozco,[37],3
galen_mata,[80],2
debi_ordonez,"[12, 34, 28, 37]",2
venus_hindman,[34],2
kaitlyn_godinez,[34],3
diana_echols,[34],3
jeremiah_mcbride,"[80, 34]",2
patricia_fogg,[80],3
gabrielle_pipkin,"[34, 80]",1
aletha_rosado,[12],3
faith_broadway,"[3, 12]",3
lettie_lerner,"[80, 30]",1
ida_polk,[34],1
heather_baptiste,[30],2
moshe_goins,[34],3
lolita_hinton,"[80, 34]",3
