username,services,freq,User_Id
lonny_pederson,[1],1,2590
louis_samples,[36],2,2591
leonor_franks,"[30, 36]",3,2592
adelaide_chapa,[34],1,2593
bettye_skaggs,"[6, 34]",1,2594
roy_wallace,[34],2,2595
jan_devore,[80],2,2596
sadie_mcgough,"[34, 6]",2,2597
benita_trombley,[30],2,2598
woodrow_valadez,[40],1,2599
josefa_olmstead,"[30, 1]",2,2600
clifford_paul,"[80, 6, 12]",1,2601
taylor_cardenas,[30],1,2602
edythe_bumgarner,"[21, 30]",1,2603
stefan_lowman,"[38, 80]",1,2604
lane_tillman,[34],1,2605
ivonne_lester,[6],1,2606
ethel_keane,[30],2,2607
krystle_thompson,"[34, 80]",2,2608
judson_gaddy,"[37, 62, 80, 30]",1,2609
janna_baskin,[62],3,2610
jacquline_gooch,"[28, 34]",2,2611
janis_horn,"[37, 3, 34]",2,2612
myrtis_luster,"[34, 80]",2,2613
martina_larsen,[3],3,2614
cathryn_steinberg,[30],2,2615
hope_hartmann,"[4, 21]",3,2616
tiffany_spear,[15],1,2617
chad_byrnes,[80],1,2618
glenn_connor,[80],3,2619
chloe_savoy,[80],2,2620
britt_pulido,"[34, 80]",1,2621
delfina_rohr,"[28, 34]",3,2622
mayme_bethel,"[40, 30]",2,2623
rodolfo_runyan,"[30, 21, 80]",1,2624
jewell_manns,[80],2,2625
lamar_langley,[30],2,2626
marc_pickering,[30],1,2627
dora_cromwell,[34],2,2628
danette_foy,"[34, 80]",3,2629
kelly_broome,"[37, 34]",1,2630
antonia_dew,[34],1,2631
terrance_kelso,"[34, 80]",2,2632
cordell_painter,"[34, 37, 24]",3,2633
pedro_crumpton,"[36, 80, 30]",2,2634
efren_mcmanus,"[37, 34]",1,2635
chantel_dangelo,"[20, 37]",3,2636
claude_lau,[34],1,2637
asa_rivard,"[12, 34]",1,2638
dallas_kasper,[30],2,2639
coy_bayer,[30],2,2640
carey_james,"[8, 80]",1,2641
octavio_barton,[8],2,2642
patsy_ocampo,"[37, 3]",1,2643
evette_gallant,"[30, 3, 34, 80]",1,2644
hope_strom,"[30, 34]",3,2645
jeannie_lancaster,"[30, 28]",3,2646
cedrick_sparrow,"[80, 40]",1,2647
desmond_cheng,[12],1,2648
soon_rawlings,"[80, 12]",2,2649
nathaniel_mosher,[12],1,2650
dee_krueger,[37],3,2651
alexandria_gracia,"[30, 80]",1,2652
maricela_babcock,"[34, 80, 30]",3,2653
cathy_adams,"[34, 80]",2,2654
emanuel_seay,[3],3,2655
chi_flaherty,[34],3,2656
russell_ruffin,"[30, 80]",1,2657
elliott_veal,[30],3,2658
aurelio_mcgill,"[34, 4]",2,2659
monica_simonson,[24],1,2660
veronica_messenger,[37],2,2661
vernell_cupp,[80],3,2662
andrea_oreilly,"[80, 34]",2,2663
wm_robison,[34],2,2664
esteban_lindsay,[30],2,2665
shelby_amaral,[34],3,2666
elvia_woodley,"[34, 37]",1,2667
graciela_morley,[34],1,2668
leslie_ramsey,[80],2,2669
shari_burk,[34],2,2670
mary_sheffield,[40],2,2671
james_falk,"[80, 30]",2,2672
sofia_jeffries,"[34, 80]",3,2673
gary_wing,"[30, 12]",2,2674
edna_mayo,[37],1,2675
rosario_leighton,"[80, 34]",1,2676
leticia_dowdy,[34],1,2677
aurelia_layman,[53],3,2678
bud_magnuson,"[34, 36]",3,2679
jeremiah_paterson,[34],1,2680
cedric_carswell,[80],1,2681
carly_brannon,"[80, 30]",3,2682
vernell_burbank,"[34, 20, 80]",2,2683
astrid_briones,"[38, 30]",3,2684
jamie_stokes,[6],1,2685
val_patel,[34],2,2686
byron_traylor,"[30, 37]",1,2687
jack_arrington,"[28, 80]",1,2688
ivonne_cramer,"[12, 37]",2,2689
clarissa_south,[6],3,2690
enoch_durden,[34],2,2691
phil_slade,"[34, 80]",1,2692
patti_blodgett,"[28, 12]",2,2693
clair_ashley,"[30, 38]",1,2694
clarice_gracia,"[80, 34, 15]",3,2695
ken_falcon,[34],1,2696
etta_wortham,"[34, 37]",2,2697
andreas_kraus,"[3, 37]",2,2698
andrew_thibodeau,"[38, 15, 20]",3,2699
shelia_carlisle,[20],3,2700
elma_shifflett,"[3, 34, 28]",2,2701
rosemary_messenger,[34],1,2702
bernardo_hendon,"[38, 24]",2,2703
selma_davies,"[37, 30]",3,2704
duncan_weed,[34],2,2705
jewell_steen,[34],3,2706
stanley_colby,"[6, 34]",2,2707
twila_rivas,[62],1,2708
jesus_sumpter,"[34, 37]",3,2709
martha_sinclair,"[37, 1]",2,2710
alfonso_nevarez,[30],2,2711
lisette_lerma,"[80, 40]",2,2712
gwen_nason,"[8, 80]",1,2713
toney_rapp,[38],3,2714
donny_stamper,"[34, 21, 40]",2,2715
constance_poling,[34],1,2716
polly_trahan,[20],3,2717
emilio_harwood,[80],1,2718
wilford_archibald,[34],2,2719
georgianna_snowden,"[30, 80]",1,2720
moises_malone,[53],1,2721
emory_masterson,[80],2,2722
tami_turman,[21],3,2723
sondra_henley,[37],1,2724
kyle_derosa,"[28, 34]",1,2725
jae_saucedo,[80],3,2726
paul_otero,[37],3,2727
patrice_kemp,[30],1,2728
tracey_broderick,[37],1,2729
aileen_silvers,[80],3,2730
abel_dix,[80],2,2731
linda_dumas,[34],3,2732
bette_williams,[34],1,2733
ezra_beatty,[34],2,2734
darrin_hendrickson,"[80, 36]",2,2735
alvin_suarez,[34],3,2736
rodney_shephard,"[28, 80]",1,2737
nikki_brubaker,"[37, 15]",1,2738
betsy_seibert,[80],2,2739
jill_chow,[30],3,2740
megan_stamper,[54],3,2741
gene_howard,[34],2,2742
dorene_mcdaniel,"[30, 12]",3,2743
shon_mace,"[34, 37]",1,2744
selina_haggerty,"[30, 15]",1,2745
jarred_downs,"[62, 34]",1,2746
kirsten_stiles,"[34, 38, 36]",3,2747
gillian_clancy,"[30, 80]",3,2748
trenton_corey,[21],2,2749
angelita_kang,[30],3,2750
kendra_adams,"[80, 15]",3,2751
ignacio_hidalgo,[24],2,2752
ramon_johns,[34],2,2753
steve_courtney,[34],1,2754
trena_lew,"[34, 80]",2,2755
wilton_hagen,[37],2,2756
raymon_woodworth,[37],1,2757
mirna_urban,"[15, 37]",1,2758
keisha_toney,"[34, 12]",2,2759
lavern_shapiro,"[34, 38]",1,2760
marianne_bennett,[34],2,2761
lonnie_mcclendon,"[34, 15]",1,2762
tory_pelletier,[80],1,2763
willie_dowling,"[30, 28, 34]",1,2764
dusty_breedlove,[34],2,2765
louis_baum,[34],1,2766
ruthie_furman,"[80, 6]",3,2767
thad_moya,[40],2,2768
shellie_bonilla,[24],1,2769
floyd_ashcraft,"[20, 40]",3,2770
anibal_barksdale,[80],1,2771
jamaal_mcfall,"[30, 6]",1,2772
marlyn_wright,"[80, 28]",1,2773
brittany_connor,[80],3,2774
hans_becerra,[80],1,2775
norma_haynes,[34],1,2776
angelo_janes,[80],2,2777
corrie_true,"[80, 20]",3,2778
vincenzo_barfield,"[1, 20]",2,2779
rob_millard,"[30, 80, 34]",1,2780
diana_gilbertson,[30],3,2781
kelli_lu,"[40, 34]",1,2782
marcelo_pitre,"[80, 34]",3,2783
elden_mccracken,"[80, 34]",1,2784
deana_mendoza,"[80, 21]",2,2785
del_hough,[],2,2786
easter_petrie,[80],3,2787
georgia_lerner,"[8, 37, 30]",2,2788
lenore_fultz,[34],2,2789
christen_westbrook,"[80, 1]",1,2790
rico_rains,[38],1,2791
damien_narvaez,"[34, 12, 80]",1,2792
anton_levesque,"[37, 8]",3,2793
julian_damon,"[30, 34]",3,2794
sharla_withers,"[30, 34, 80]",1,2795
dick_westbrook,"[34, 24]",1,2796
johnny_mahon,[12],1,2797
helene_sturdivant,"[34, 30]",1,2798
karina_cazares,"[30, 80]",1,2799
quintin_houghton,"[80, 12]",1,2800
antwan_pedigo,"[80, 24]",1,2801
jodi_nation,"[80, 30]",3,2802
chadwick_whitney,"[34, 80, 15]",3,2803
rachelle_lundberg,[30],3,2804
lindsey_collazo,"[12, 20]",1,2805
carson_varner,[37],2,2806
randell_bohannon,[80],1,2807
wilburn_jasper,"[34, 80]",3,2808
zackary_mcgill,[8],2,2809
cedrick_tilton,"[34, 12]",3,2810
kylie_feliciano,"[30, 34]",3,2811
florencio_lyon,"[34, 80]",2,2812
dena_majors,"[24, 12, 34]",2,2813
stacia_spangler,"[36, 34]",1,2814
granville_lind,"[34, 80]",2,2815
shiela_venegas,[28],2,2816
michele_gracia,"[24, 15, 80]",2,2817
ashleigh_maupin,[21],1,2818
mario_lacy,[80],1,2819
lauretta_willson,[80],3,2820
jodi_saldana,[34],2,2821
fred_lavoie,[34],3,2822
kimberly_head,"[80, 34]",3,2823
teodoro_tolliver,"[80, 34]",3,2824
kelly_bernard,"[6, 21]",3,2825
deandre_whiting,"[34, 38]",1,2826
hector_mills,[38],3,2827
james_cuellar,[20],2,2828
queen_gutierrez,[34],2,2829
joan_silver,"[3, 34]",2,2830
hilary_oconnor,"[30, 80]",3,2831
melissa_farley,"[34, 80]",2,2832
anibal_folse,[30],1,2833
rosario_oldham,"[15, 34]",3,2834
valentin_molina,"[80, 34]",3,2835
allie_kersey,"[30, 80, 34]",2,2836
milan_schofield,[34],2,2837
shellie_stoddard,"[30, 37]",3,2838
christina_butterfield,[37],2,2839
graham_handy,"[30, 21]",1,2840
courtney_dale,[34],2,2841
davis_wynne,"[34, 3]",2,2842
vernice_knoll,"[80, 34, 37]",1,2843
glenna_whiteman,"[30, 8, 12]",1,2844
damaris_oliva,"[34, 24]",1,2845
janet_noland,"[80, 34, 12]",2,2846
orval_belanger,[40],2,2847
allen_hanna,[34],2,2848
aretha_bolton,"[80, 24]",1,2849
shon_cherry,"[34, 3]",1,2850
delmer_roach,"[80, 3]",3,2851
george_harter,"[20, 80]",1,2852
pearlie_currie,"[34, 53]",1,2853
betsy_blanchette,[21],3,2854
trenton_walling,[21],3,2855
susanna_underwood,"[34, 15]",1,2856
ezekiel_simms,"[30, 15]",2,2857
otis_doughty,[3],1,2858
darnell_boggs,"[34, 80]",1,2859
erin_hahn,[6],2,2860
tommie_hardesty,"[34, 37]",2,2861
philomena_rosenberg,[80],1,2862
clement_jeffries,"[20, 40]",1,2863
lesley_dick,"[36, 34]",2,2864
leandro_mcfall,"[37, 20, 34, 80]",3,2865
raul_jewett,"[12, 37]",2,2866
marva_chew,"[30, 36, 34, 80]",3,2867
bettina_tibbetts,[8],2,2868
cristopher_selby,[38],2,2869
bradly_daniels,"[21, 80, 37]",3,2870
bessie_graves,"[21, 34]",1,2871
doretha_beckham,"[30, 80, 8]",1,2872
sidney_walling,"[1, 37]",1,2873
lawerence_wayne,"[30, 21, 38]",2,2874
kate_nealy,"[80, 34, 15]",1,2875
clementine_lockhart,[8],3,2876
bryan_ott,[37],3,2877
debbie_forte,[30],3,2878
delbert_vickers,[34],2,2879
fredrick_landis,"[34, 12]",1,2880
jerry_meade,"[80, 36]",3,2881
pam_moreno,[37],3,2882
jenna_withers,[80],3,2883
rigoberto_maldonado,[37],3,2884
pat_springer,[34],1,2885
trinidad_gooch,"[21, 80]",2,2886
sondra_link,"[30, 21, 34]",1,2887
emilio_esparza,[34],2,2888
shelby_levi,[80],1,2889
denise_downing,[21],1,2890
lee_leclair,"[34, 1]",2,2891
tammi_kirkwood,"[21, 80]",1,2892
rueben_dinkins,"[38, 34]",1,2893
heidi_valentin,"[37, 34]",1,2894
odis_hanes,"[8, 20, 34]",2,2895
laverne_burris,"[37, 80]",2,2896
kent_waite,"[30, 34]",3,2897
derick_bowles,"[15, 80]",1,2898
katheryn_babb,"[37, 34]",3,2899
roy_eason,[34],1,2900
destiny_barden,[34],2,2901
dewitt_cardona,"[54, 21, 24]",1,2902
larry_laster,[34],1,2903
charmaine_jacobsen,[34],2,2904
yolanda_platt,[34],2,2905
milton_spillman,[80],3,2906
isabel_rosenberg,"[80, 15]",2,2907
eli_roden,[34],1,2908
loren_lott,"[15, 24]",3,2909
hollie_arroyo,[15],3,2910
zachary_willingham,"[34, 80]",3,2911
donn_henke,"[34, 20]",2,2912
carly_orozco,[37],3,2913
galen_mata,[80],2,2914
debi_ordonez,"[12, 34, 28, 37]",2,2915
venus_hindman,[34],2,2916
kaitlyn_godinez,[34],3,2917
diana_echols,[34],3,2918
jeremiah_mcbride,"[80, 34]",2,2919
patricia_fogg,[80],3,2920
gabrielle_pipkin,"[34, 80]",1,2921
aletha_rosado,[12],3,2922
faith_broadway,"[3, 12]",3,2923
lettie_lerner,"[80, 30]",1,2924
ida_polk,[34],1,2925
heather_baptiste,[30],2,2926
moshe_goins,[34],3,2927
lolita_hinton,"[80, 34]",3,2928
dewayne_saucier,"[6, 34, 80]",2,2929
tera_street,[30],2,2930
leo_elston,"[40, 80, 34]",2,2931
brandi_calhoun,"[3, 80]",2,2932
harriette_worley,[34],2,2933
zachariah_sweat,[40],3,2934
arron_oleary,[4],1,2935
austin_judkins,[30],2,2936
willa_dickey,"[30, 38, 28]",2,2937
fermin_kidwell,[34],3,2938
katharine_nickel,[24],1,2939
ellsworth_jordan,"[15, 20]",1,2940
boyce_fishman,[12],2,2941
jordan_starling,[34],2,2942
nina_fry,"[30, 28]",2,2943
shelia_monaco,"[30, 80]",1,2944
ezequiel_block,"[80, 1]",3,2945
laura_ackley,[34],1,2946
lacy_chisholm,[34],3,2947
lavonne_reuter,"[28, 6]",1,2948
kristal_deberry,"[36, 80]",1,2949
taylor_freitas,"[24, 80, 30]",2,2950
rowena_haddad,[28],2,2951
jonah_nava,"[30, 34]",1,2952
danny_huff,[8],2,2953
hobert_holcomb,"[40, 80]",3,2954
romona_guinn,"[12, 34]",3,2955
jamel_barr,"[34, 15, 1]",2,2956
imelda_tillman,"[80, 34, 30]",1,2957
virgil_spangler,[34],3,2958
tami_key,"[37, 80]",1,2959
reinaldo_mabe,[62],1,2960
lowell_girard,"[80, 12]",1,2961
eugene_ashe,"[80, 34]",3,2962
cathy_herman,"[8, 34]",1,2963
sidney_will,[4],1,2964
denis_paz,"[20, 34]",3,2965
kayla_schaeffer,[34],2,2966
rashad_quezada,[30],1,2967
helen_soriano,[80],2,2968
gregg_haro,[15],1,2969
kasey_rockwell,"[80, 34]",2,2970
mona_hebert,[34],3,2971
sharon_holloman,[62],3,2972
asia_lutz,[80],2,2973
chance_yee,[80],1,2974
essie_moon,[38],2,2975
cesar_lundberg,"[30, 34]",1,2976
anissa_holt,"[34, 80]",3,2977
fausto_blanchard,"[53, 30, 34]",1,2978
jame_surratt,"[36, 30]",3,2979
roxanna_penny,"[30, 80]",1,2980
consuelo_gable,[34],2,2981
joan_oliva,"[37, 24]",3,2982
abbie_joe,"[30, 8]",2,2983
garfield_osteen,"[15, 30, 34]",2,2984
may_mccallum,"[80, 21]",2,2985
harland_griffin,[34],1,2986
tania_dozier,"[34, 37]",2,2987
krystle_mcmillian,[80],3,2988
keith_bey,[38],2,2989
cassie_alexander,"[36, 30]",1,2990
veronica_freeland,[20],2,2991
ross_meier,[34],2,2992
tracey_cruse,"[80, 34]",1,2993
tonya_sperry,"[34, 30]",2,2994
lottie_mohr,"[80, 24]",2,2995
winifred_lindstrom,[80],2,2996
sherrie_hammer,"[37, 80, 38]",1,2997
julianna_olvera,[80],1,2998
shannon_montague,[34],3,2999
gregory_cass,"[34, 30]",1,3000
rena_fennell,[34],3,3001
ian_foret,"[80, 30]",2,3002
martina_fajardo,"[15, 34]",2,3003
reba_yost,"[80, 34]",1,3004
maya_hall,"[24, 37, 80]",1,3005
debbie_race,[34],1,3006
fredrick_strauss,[37],3,3007
laverne_valentin,[34],2,3008
gertie_judkins,"[34, 30, 38]",2,3009
martin_mcleod,[34],3,3010
miquel_connor,[30],1,3011
jere_furlong,"[34, 37]",2,3012
lou_ocampo,[34],3,3013
lina_fahey,"[34, 36]",1,3014
winifred_culbertson,"[6, 28, 37]",2,3015
alfonso_power,[80],2,3016
porter_milam,"[34, 30, 80]",1,3017
lorine_langston,[34],2,3018
dianne_reitz,[12],1,3019
marcus_holly,"[30, 80]",1,3020
tommie_bagley,"[28, 34, 37]",1,3021
jospeh_herzog,[34],1,3022
nicki_wade,"[30, 34]",2,3023
lora_cota,"[34, 80]",2,3024
jacquelyn_kolb,"[34, 80]",1,3026
sun_evans,"[28, 34, 80]",1,3027
elia_creel,"[34, 37]",1,3028
marylou_howe,[34],2,3029
allison_fannin,"[30, 80]",1,3030
erick_whitson,"[34, 30]",1,3031
andre_stock,[38],2,3032
taryn_stratton,[34],2,3033
alpha_schoonover,"[34, 6]",1,3034
von_nielson,[20],3,3035
kellie_linton,"[34, 8]",3,3036
jules_ballard,[34],2,3037
buford_dexter,[34],2,3038
michale_shepard,[34],2,3039
williams_mullis,"[30, 12, 34, 80]",2,3040
merle_brockman,[30],1,3041
tiara_brannon,"[15, 80, 34, 37]",1,3042
noelle_quarles,[34],1,3043
jesse_willson,[34],1,3044
william_hunt,"[38, 30]",2,3045
emmanuel_barbee,"[34, 1]",1,3046
wesley_perales,"[34, 20]",3,3047
bertie_branham,[34],2,3048
sterling_scruggs,"[24, 38, 34]",2,3049
shameka_neill,[36],3,3050
madeline_brumfield,"[37, 36, 80]",2,3051
meredith_greene,[],2,3052
tiffani_keith,[37],2,3053
clement_simms,"[28, 80, 34]",2,3054
edmundo_peterman,[36],1,3055
flor_rhyne,"[36, 30]",1,3056
carmela_delarosa,"[34, 30]",2,3057
janette_saldivar,"[34, 8]",2,3058
adelaida_hand,"[30, 8]",2,3059
janette_maynard,"[37, 28]",1,3060
lenard_chadwick,[15],1,3061
soon_huddleston,"[37, 34]",3,3062
tillie_chilton,[37],1,3063
gene_jacobsen,"[30, 34, 37]",2,3064
granville_gage,[21],1,3065
seth_hardaway,"[20, 54]",2,3066
marnie_ashworth,"[15, 80]",3,3067
estella_sanches,"[37, 80]",2,3068
laureen_cowles,"[80, 34, 38]",2,3069
holli_custer,"[15, 80]",1,3070
ralph_cornell,[34],2,3071
dante_yates,[62],2,3072
josefina_boggs,"[6, 34]",3,3073
terrance_sandlin,[34],1,3074
hosea_shell,"[34, 80, 30]",2,3075
mario_mejia,[20],3,3076
lavern_moseley,[34],3,3077
leola_dailey,"[34, 20]",2,3078
scarlett_spann,"[80, 34, 54]",2,3079
chance_grogan,"[53, 36]",1,3080
benito_orourke,[80],2,3081
rae_christenson,"[80, 34]",1,3082
donn_monk,[80],2,3083
chas_meyers,"[30, 34]",1,3084
raleigh_ricketts,[34],2,3085
laura_mason,"[34, 15, 30]",1,3086
kristie_carey,[30],3,3087
toby_gandy,"[12, 34]",3,3088
arden_tibbs,[34],3,3089
lula_andrews,"[37, 80, 34]",1,3090
dawna_ivey,[20],3,3091
phoebe_jewell,"[34, 37]",3,3092
keneth_wilson,"[28, 30, 20]",1,3093
jillian_dang,"[30, 24, 80]",1,3094
carmella_alves,[3],2,3095
bret_halverson,"[80, 28, 37]",3,3096
van_moultrie,"[8, 80]",2,3097
aldo_skinner,"[28, 34]",3,3098
tristan_machado,"[37, 15, 80]",2,3099
gustavo_sheets,"[34, 30]",1,3100
clarice_barbee,"[30, 34, 80]",3,3101
lina_pearsall,[34],3,3102
olga_villasenor,[80],1,3103
travis_barrios,[24],3,3104
dottie_goodrich,"[34, 37]",2,3105
sue_rhoden,"[12, 34]",2,3106
oralia_brandt,"[80, 34]",1,3107
amalia_mast,"[80, 4]",1,3108
beverley_mccoy,"[28, 6]",1,3109
alexander_browder,"[30, 37]",2,3110
tillie_kilpatrick,"[30, 80, 24]",1,3111
maura_tisdale,[20],2,3112
lino_marquez,[62],2,3113
reyna_colson,[38],1,3114
cari_whitson,[30],3,3115
marlon_braxton,"[34, 80]",2,3116
carson_simmons,[80],1,3117
della_fannin,"[34, 4, 80]",1,3118
wilford_koontz,[4],2,3119
stephenie_kruger,"[30, 34, 80]",2,3120
major_macpherson,"[34, 30, 37]",2,3121
owen_loftis,[3],3,3122
theron_surratt,[34],3,3123
carrol_sasser,"[36, 37]",1,3124
carlotta_weinstein,[15],3,3125
gertie_woodson,"[20, 34]",2,3126
kip_penny,[36],2,3127
steve_cosby,[34],3,3128
boyce_tiller,"[12, 34]",1,3129
breanna_marra,[28],2,3130
randal_ledoux,"[37, 28]",3,3131
miranda_morley,[80],2,3132
gillian_oswalt,[37],2,3133
michal_jackman,[24],3,3134
margret_madigan,"[24, 21]",2,3135
marcellus_dupree,[34],2,3136
dylan_hoke,"[80, 24]",2,3137
monique_gilliland,[80],3,3138
cari_vu,[80],3,3139
beau_bright,"[34, 20]",2,3140
jody_sawyers,"[37, 34]",2,3141
theda_milliken,[40],1,3142
reba_clemons,"[37, 3, 34, 20]",2,3143
lance_forsythe,"[80, 34]",1,3144
inez_rayburn,[37],2,3145
raymon_coffey,"[30, 34]",2,3146
carmen_stonge,[34],2,3147
hannah_borders,"[34, 38, 15]",2,3148
jaime_coffman,"[30, 80]",2,3149
tyra_conners,"[34, 36]",3,3150
erin_marcus,[80],1,3151
marvin_vaughan,[20],1,3152
mitch_troutman,"[34, 30]",2,3153
roxie_kent,[34],2,3154
reva_eckert,[34],3,3155
bonita_bays,[37],3,3156
latonya_anaya,"[6, 30]",2,3157
monica_brim,"[34, 4, 30]",2,3158
corrine_akins,"[37, 6]",2,3159
norman_brennan,[34],2,3160
sharron_shoemaker,"[34, 80]",1,3161
luis_steele,[80],3,3162
jaclyn_hitchcock,[37],2,3163
rafaela_fortenberry,[34],3,3164
eldon_mayes,[80],3,3165
selma_guido,[30],2,3166
alva_santoro,"[30, 80, 36]",1,3167
emile_marquardt,"[80, 40, 4]",2,3168
claudette_seay,"[80, 34]",3,3169
ethan_tafoya,"[80, 34]",3,3170
werner_vinson,"[30, 80]",1,3171
mack_guthrie,"[80, 34]",3,3172
aurelia_pointer,"[28, 6]",1,3173
randal_reyna,[3],3,3174
huey_sterling,"[80, 36]",1,3175
arron_mcmahon,"[30, 37]",2,3176
brent_ho,"[8, 34]",2,3177
cassandra_raines,"[80, 34]",1,3178
minh_mansfield,[30],2,3179
cherie_haynes,"[34, 80]",2,3180
virgil_coppola,"[38, 34]",1,3181
ruth_summerlin,[15],3,3182
anthony_whyte,"[34, 12]",2,3183
lily_east,[40],3,3184
shauna_sigler,[34],1,3185
verna_lankford,[80],2,3186
earlene_nielson,[34],1,3187
mavis_barlow,"[28, 12]",2,3188
carter_hanks,[37],3,3189
michell_newkirk,"[3, 80, 30]",3,3190
millard_covert,"[30, 37, 34]",1,3191
florentino_stott,"[30, 34]",1,3192
octavio_suarez,[36],2,3193
guy_metzger,"[80, 34]",2,3194
sherrie_lafleur,[30],3,3195
debrah_tong,"[37, 20, 80]",1,3196
bethany_numbers,[34],2,3197
mathew_tackett,"[34, 30, 12]",3,3198
andria_houston,"[12, 34]",3,3199
brook_russo,"[30, 34]",1,3200
thurman_joseph,"[30, 34, 28]",1,3201
fabiola_serna,"[80, 34]",1,3202
abel_click,[30],2,3203
letha_stillman,"[37, 34, 38]",2,3204
phoebe_golden,[30],3,3205
isiah_robey,"[34, 54, 24]",1,3206
janeen_dillard,"[30, 34]",1,3207
kasey_whittington,[80],1,3208
stuart_speed,"[20, 34, 80]",1,3209
beryl_logan,[34],1,3210
donny_skidmore,[80],2,3211
jorge_iverson,[1],1,3212
luther_burkett,"[30, 28]",2,3213
kendall_osborne,[80],1,3214
hallie_jett,[28],2,3215
saundra_mullen,[30],2,3216
daniela_crow,[37],2,3217
romeo_kersey,[34],1,3218
olen_north,"[30, 21, 34]",3,3219
carter_passmore,"[80, 36]",1,3220
raleigh_booth,[34],2,3221
lino_lindsay,[30],3,3222
cindi_ledesma,"[37, 80, 15]",1,3223
britney_roth,[20],3,3224
kristopher_spencer,"[36, 34]",2,3225
maxine_sebastian,[30],2,3226
chase_mims,"[53, 34]",3,3227
foster_feeney,"[34, 15]",1,3228
numbers_squires,"[34, 36]",1,3229
heath_maldonado,"[34, 80]",1,3230
lillie_ortega,[34],3,3231
alejandro_jordan,[30],1,3232
carson_metzger,"[6, 40]",3,3233
louella_mcnabb,[30],1,3234
dante_travers,"[34, 37]",1,3235
jeannie_gonsalves,"[80, 37]",2,3236
brian_mckenzie,[34],2,3237
brant_peace,"[80, 24]",1,3238
chi_whittle,"[80, 37]",3,3239
irene_knudsen,[30],2,3240
samantha_adkins,"[30, 34]",1,3241
walton_orth,[20],2,3242
leona_london,[80],1,3243
lou_oden,"[80, 37]",2,3244
clementine_luis,"[37, 34]",1,3245
laureen_stepp,"[12, 37]",1,3246
franklyn_voss,[34],2,3247
edgar_wall,"[34, 30]",2,3248
leon_carrera,"[20, 34]",3,3249
brenton_geary,"[34, 40]",1,3250
elliot_shore,"[34, 36]",2,3251
leora_poe,[80],3,3252
sherman_hyman,"[30, 34]",2,3253
monica_pennell,[28],1,3254
shanda_kopp,"[24, 37]",2,3255
steve_bess,"[28, 80]",3,3256
manual_royal,"[37, 80, 34]",2,3257
alfonso_starkey,"[21, 34]",2,3258
albert_griffith,"[80, 30]",1,3259
ty_haas,[30],2,3260
aubrey_judkins,"[54, 80]",2,3261
jamie_stern,[80],2,3262
neil_whittington,"[30, 37, 80]",1,3263
andra_lim,"[34, 37, 36]",1,3264
jackie_manson,"[30, 80]",1,3265
josh_wheat,[34],3,3266
harley_hillman,"[38, 30]",2,3267
tyler_isaacs,"[34, 8]",2,3268
abel_earle,[28],3,3269
ed_schilling,"[80, 28, 36]",2,3270
cindy_aponte,"[34, 80]",1,3271
yong_wilkerson,"[30, 34]",1,3272
sondra_culver,"[80, 34]",2,3273
ross_cotton,"[24, 34]",3,3274
dario_graf,"[30, 37]",2,3275
vicki_covington,[80],3,3276
bobbie_durant,[21],1,3277
ignacio_fredericks,[30],3,3278
rolland_gould,"[34, 30]",1,3279
pamala_goodrich,[15],1,3280
josefa_mosher,"[38, 6]",3,3281
alvina_rader,[80],2,3282
jacob_loving,"[80, 30, 34]",3,3283
abdul_felix,[80],1,3284
everett_bostick,[21],2,3285
lucille_bills,[80],1,3286
damaris_granger,"[36, 37]",2,3287
arden_reeves,"[34, 30]",2,3288
maryann_derrick,"[34, 30, 80]",2,3289
kraig_nguyen,"[24, 8]",3,3290
herschel_lambert,[30],3,3291
kimberlee_smyth,"[28, 1]",1,3292
ricky_wentworth,"[21, 54, 34, 37]",2,3293
aurora_pardo,"[37, 34]",3,3294
jasper_poling,[80],3,3295
dan_wortham,"[20, 34]",3,3296
ernest_spangler,"[34, 80]",3,3297
kylie_prado,"[37, 80]",1,3298
patrica_busch,"[34, 80]",1,3299
ezequiel_harry,"[37, 34]",2,3300
verna_kennedy,[34],2,3301
jacque_ocampo,[20],3,3302
rueben_snead,"[34, 1, 53]",3,3303
norman_farley,[8],1,3304
carlos_driscoll,[36],1,3305
jim_adcock,[34],2,3306
lenora_marquardt,"[30, 28]",2,3307
reginald_mundy,"[6, 34]",1,3308
ethan_chambliss,[80],1,3309
petra_shaffer,"[80, 30, 15]",1,3310
jeremy_cowles,"[30, 80]",3,3311
geraldine_good,[30],2,3312
wesley_gonzales,[30],3,3313
antwan_oakes,[37],2,3314
reba_calabrese,"[3, 62]",1,3315
trista_finn,"[34, 80, 21]",3,3316
twila_holden,"[30, 34]",2,3317
walker_spearman,"[30, 37]",1,3318
mike_oaks,[34],2,3319
diane_boyer,[37],1,3320
jan_butcher,[80],2,3321
parker_halstead,[34],1,3322
christian_philips,[80],1,3323
mimi_cobbs,[80],2,3324
kimberlee_helms,[30],1,3325
estella_phelps,[34],2,3326
kasey_welker,"[34, 37]",1,3327
greta_tuggle,[6],3,3328
dianne_cothran,"[4, 15]",1,3329
ginger_edgar,[80],1,3330
reyna_mccool,[34],2,3331
terri_wilkerson,"[20, 36]",3,3332
adalberto_roche,"[34, 80]",1,3333
marcus_mckeown,"[80, 30]",2,3334
jena_villareal,[34],3,3335
